adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
False,/7XUNgWOPYJn65FnNsvbupHkwvQx.jpg,[99],1375661,tr,Bedri Rahmi Eyüboğlu Toprağın Sırrına Erenler,"Bedri Rahmi Eyüboğlu has left his mark on history as a multifaceted figure, known both for his ability to balance family life with his artistic career and for the successful students he nurtured, who made significant contributions to Turkish art. By blending his devotion to Anatolian folklore with aesthetics and channeling this into poetry, he brought a fresh perspective to Turkish cultural life.",0.864,/16BsJv31zoBJ6WJjqI6IFGqoRRq.jpg,2024-10-11,Bedri Rahmi Eyüboğlu Those Who Unravel The Secret of Earth,False,0.0,0
False,,[18],1369722,pl,Popielniczka z Buddą,,0.864,,2024-10-09,Popielniczka z Buddą,False,0.0,0
False,,"[18, 99]",1367150,id,Cahaya Malam dan Bayang-bayang Kota,"Miss Wantit, a drag performer busking on the streets of Bandung, must fight to protect themself from discrimination and the dangers that constantly threaten them.",0.864,/hEPJKuiJIXzoWuZlhLQqCcuIR8i.jpg,2024-09-01,The Light of Night and The City’s Shadows,False,0.0,0
False,/vvEQI2WBfQkYy6e0yBtuUWAmIoS.jpg,[18],1356635,pt,O cão de Ulisses,"20 years have passed since Ulysses went to fight in the  Trojan War. Now he's considered lost and deceased. In Itaca, his homeland, his old dog Argos awaits his owner, wondering if he'll ever come back.",0.864,/baIEbAaX7rG0VY9rXO1zQ0kdXCB.jpg,2024-09-18,Ulysses' dog,False,0.0,0
False,/g2zNgI2DI6FKBExAQPy5BwvW91K.jpg,[18],1341678,es,Bloqueo Creativo,,0.864,/6stZmkB3yzUESUbbX0XtPLGIkhp.jpg,2024-09-01,Bloqueo Creativo,False,8.0,1
False,,[18],1030553,pt,Bocaína,"In Bocaina, Minas Gerais, two sisters live peacefully and in isolation until the arrival of an outsider to the region. The plot follows in the footsteps of Zulma (Malu Gali), Musk (Ana Flavia) and Josevelt (Alejandro Claveaux). Josevelt is the mysterious fellow who, along with these two conflict-filled women, helps them free themselves from their restraints. Under the context of a pandemic, the narrative addresses the feeling of suspension and uncertainty, so present today.",0.864,/sICb0HGsPfQJ1wC5L61U7CAltXP.jpg,2022-10-06,Bocaína,False,0.0,0
False,,[99],1378466,en,Unbuilt Environments,"Utopian and dystopian environments for disabled people, built in Unreal Engine and based on collaboration with disabled-led groups and disabled people in East London.",0.863,,2024-10-09,Unbuilt Environments,False,0.0,0
False,/fSmIGwGJqaURQF2KABJlelq9Eq5.jpg,[18],1352336,pt,Lispectorante,"Glória Hartman, a mature woman going through an existential and financial crisis, returns to her hometown, which is undergoing a process of abandonment. Through a crack in the ruins of where the writer Clarice Lispector once lived, Glória begins to see fantastic scenes that will change her life.",0.863,/tDNUoFfKFANlMqczbsek34h8O72.jpg,2024-10-10,Lispectorante,False,0.0,0
False,/faJnykh7FcyNAGrKMYJkeWRi9wY.jpg,[],1279065,es,El silencio de mis manos,"Rosa, the first deaf law student in Guadalajara, and Saira, an immigrant from California confronting her gender identity, try to stay together despite their realities and the distance between them. The Silence of My Hands, through a sensory journey spoken entirely in sign language, reveals the trust in their relationship and tests the adversities they face, immersing us in the silence of the last memories they share together.",0.863,/kkkARBK5k4thaA8MAHP73NMY5ad.jpg,2024-12-31,The Silence of My Hands,False,0.0,0
False,,[99],1369311,cn,慧童,"Director Ren's grandmother suffered from depression during the Cultural Revolution as her husband was jailed and tortured. Although the Cultural Revolution ended almost half a century ago, the trauma left behind still affects three generations of this family.",0.862,,2024-11-13,Something About Us,False,0.0,0
False,,[],1368604,en,Secret Whispers Of Arambol,"“Arambol is a lush tropic tourist destination in the state of Goa in India. It also accommodates for the season (November to March) international contact improvisation community and practitioners of other art forms. In this project, we wanted to explore sides of Arambol that were lost, abandoned, and forgotten. Me (Ivan) and Alaya share two dance languages: contact improvisation and butoh and we were curios to see what spirits and stories can be born from our chemistry. This movie had no script and was fully improvised on the spot.",0.862,,2024-10-11,Secret Whispers Of Arambol,False,0.0,0
False,,[],1368574,en,M I S N E A C H,"""When one bleeds, we all bleed"" Misneach is the Irish word for hope and the feeling of finding the strength to continue. This short dance film explores the concepts of collective pain, the need for collective empathy and how together we can keep hope.",0.862,,2024-10-11,M I S N E A C H,False,0.0,0
False,,[],1368558,en,Mangosteen,"A fruit salad of creative forces chopped and assembled during Art Continuum Residency, Thailand 2020, filmed a few weeks before the world went into lockdown. This is my first ""Director"" debut, a privilege new title I am happy to play with. Our dip·tych heralds two stories of love. Of coming home to ourselves, over and over, through the dance.",0.862,,2024-10-11,Mangosteen,False,0.0,0
False,,[],1368540,en,ACABADO,"An exploration of the language and emotion of contact dance. A compelling storyline to be interpreted by the viewer surfacing around love and loss, life and death, war and peace.",0.862,,2024-10-11,ACABADO,False,0.0,0
False,,[],1363489,xx,Cloud Reel,A bit fun with clouds at sunrise and in-camera editing.,0.862,,2024-10-11,Cloud Reel,False,0.0,0
False,/nv3fdAYpeMzO28mFxx0MD3o6Y8V.jpg,"[9648, 12]",1358136,en,Paper Boy,"A local paper boy goes on an adventurous journey delivering newspapers to the public, but as he rides around, a news headline has a possibility of ending his career.",0.862,/1czqzCf7fCZ1yp7tjOY25uvFdIo.jpg,2024-09-24,Paper Boy,False,0.0,0
False,,[18],1356873,en,There Will Be Hurt,"A mournful story about people sobered and haunted by their traumatic past, a story about lost souls fighting to come to terms with their shattered lives while exploring the compelling thematic triangle of revenge, redemption, and justice.",0.862,,2024-10-05,There Will Be Hurt,False,0.0,0
False,/gttMOEzH8Qz6dtlBuSQrlfpRrIh.jpg,"[18, 36]",1327104,ar,Drama 1882,"Wael Shawky’s Drama 1882 (re)stages a colonial conflict laden with treason and exploitation as a libretto across eight chapters and 44 hypnotic minutes, invoking questions of colonialism, collaboration, resistance, narrative, history, and, of course, drama.",0.862,/q3J47S7qbCeC0zJZOxpE2yQCpuA.jpg,2024-09-06,Drama 1882,False,0.0,0
False,,[],1306709,cn,世界盡頭,"The short film captures the memory of an apartment and its surroundings: a young adult man lives his daily life, a journalist interviews a retired novelist who grapples with the idea of the end of the world, and two young boys searching for portals. Three storylines intertwine as the film progresses.",0.862,,2024-12-31,The World Is Not Enough,False,0.0,0
False,,[10402],1376635,en,Dream Baby Dream,"An office worker's routine is interrupted when she places a cassette into her Walkman, triggering an emotional journey of self-discovery.",0.861,/3RFOuaeJ5mnEn4U4px1l97ozRrc.jpg,2024-10-10,Dream Baby Dream,False,0.0,0
False,,[99],1375021,de,Die Nacht erwacht! Über Leben im Wald,"A forest is not only the realm of trees, but also a world of animals. When it gets dark in the forest, we humans leave this place, we are not made for darkness. This is different with nocturnal forest inhabitants: they communicate with sounds, orient themselves with ultrasound and their often looking eyes are perfect to find their way in the jungle of trees.",0.861,,2024-10-21,Die Nacht erwacht! Über Leben im Wald,False,0.0,0
False,,[],1353310,en,Alastau,"The word «Alastau» translates from Kazakh as “purification” and is associated with one of the most ancient pagan rituals, linked to Tengrismâ”a spiritual tradition that flourished across the Kazakh steppes before Islam’s advent. This speculative video essay transports its audience to a distant future, a time when the Sun no longer exists. In the apocalyptic world, the last surviving tribes have returned to nomadism and ritual practices, tracking and hiding from beings whose approach spells doom for all living things. Images and references deeply rooted in Kazakh culture and mythology open up a perspective for the decolonization of future narratives, creating a mystical parable about escape from death.",0.861,/qc1AaGUKBV8h4VpuE1H72tRtBJj.jpg,2024-09-06,Alastau,False,0.0,0
False,/mCLFSJWVuIC60XdDFtNLwqQoHQN.jpg,[99],1327903,en,"Wrecked a Bunch of Cars, Had a Good Time","In their documentary about four highly memorable participants in a demolition derby, directors James P. Gannon and Matt Ferrin justly celebrate the transcendent and communal pleasures to be found in smashing stuff into other stuff.",0.861,/sm1NRZX77U5B72emtUSjTN4CopX.jpg,2024-09-06,"Wrecked a Bunch of Cars, Had a Good Time",False,0.0,0
False,,[99],1375842,it,Apettando Re Lear,,0.86,/tCLduYLEra87WOD9oWL9hh3v1lP.jpg,2024-10-21,Apettando Re Lear,False,0.0,0
False,,[],1373003,en,IX,"Maria returns to the confessional three times to seek for forgiveness for escalating sins, but beneath the guilt lies a dark sinister plan.",0.86,/jeBUrnsa9QCvux4rAPkon6niq9A.jpg,2024-10-21,IX,False,0.0,0
False,,[],1368722,en,False Witness,"False Witness is an imitation of found-footage horror indulging in the haunting lure of technological mystification through layers of processed footage and forging a cryptic absence. Blending wildlife trail cams, AI forgeries and dreamlike nigh-vision footage, the film’s narrative evolves uniquely through code-based randomization, existing in constant flux.",0.86,,2024-10-21,False Witness,False,0.0,0
False,,[18],1368233,pt,Espelhos do Passado,,0.86,,2024-10-08,Espelhos do Passado,False,0.0,0
False,,[80],1366564,de,Nord bei Nordost - Westend,,0.86,/bPocTxdpGcQ1si2GuCTO5y6PnHn.jpg,2024-10-01,Nord bei Nordost - Westend,False,0.0,0
False,/vQPWz56yFzhFv1ll044KLDOEeFg.jpg,[99],1374880,en,Brasil At A Glance,"A short filmed in Brasil (Brazil). The short showcases the Brazilian state of Minas Gerais, mainly the country side.",0.858,/gKEA9OT6MkXvKmzEfzbJ7c1g2z8.jpg,2024-10-21,Brasil At A Glance,False,7.0,1
False,/7cHO8gu3oCQkYtE6WxGUW2YYQlM.jpg,[27],1369690,tr,Kabir Azabı: İnsi ve Cinni,,0.858,/kfkjCXv7T26yI6hbbwM8opcA3rQ.jpg,2024-10-11,Kabir Azabı: İnsi ve Cinni,False,0.0,0
False,/eeimP9VuSpMNIA5CjMXpZ7H8U5g.jpg,[],1369411,en,Soft Like Steel,A poetic and surreal vision of the future where machines and humans come together to protect the gift of sensitivity,0.858,/kQjYntbpREEfgbq1QjsEk1GSuWc.jpg,2024-10-08,Soft Like Steel,False,0.0,0
False,,[99],1360176,en,Leap of Faith,"Twelve diverse Christian leaders from across differences in theology, politics, race, socioeconomics, gender, and sexuality find hope and fellowship at a series of boundary-breaking retreats in Grand Rapids, Michigan. Brought together by Michael Gulker of The Colossian Forum, five women and seven men struggle with some of today’s most contentious issues. Their divisions become apparent and test their common belief in the universal importance of love and kindness and the bonds they build over a year.",0.858,/iw3qtQJalsG6HfmkiVSwMe0hysB.jpg,2024-10-04,Leap of Faith,False,0.0,0
False,,"[28, 18]",1357445,kn,"Karki Nanu BA, LLB",The film portrays the struggles faced by Muthuraj who gets caught in caste-based discrimination and how his resilience and courage help him challenge deep-rooted societal norms.,0.858,,2024-09-20,"Karki Nanu BA, LLB",False,0.0,0
False,,[18],1342461,en,Delivery,Newly-qualified midwife Mary experiences the most physically and psychologically challenging night shift of her career as she oversees two life-and-death pregnancy cases.,0.858,,2024-09-25,Delivery,False,0.0,0
False,/fpMV4nftkxetOtKrCz1CbKG46AV.jpg,"[18, 10751]",1313423,es,Apenas Primavera,"Magali is a 30-year-old writer, unsatisfied with what she has achieved professionally up to this point in her life. The night her most recent work premieres, she finds out that her 16 year old young sister, Karen, is pregnant; so she decides to go back to the small town where she grew up to offer her the alternative of an abortion, if that is what she wants.",0.858,/igrS6IyR2VgyFIF6qRLgrH3aqtT.jpg,2024-12-31,Apenas Primavera,False,0.0,0
False,/gaqVJzfVpecWTl5vJu6or2d84lP.jpg,"[18, 35]",1182292,fr,Roy's Show,,0.858,/8JtPjswTCyetmtrhc1x1AJmyxKJ.jpg,2024-10-08,Roy's Show,False,0.0,0
False,,[35],1360767,en,2 Guys,Two strangers bond while awaiting separate Tinder dates at an oddly specific spot at a disc golf course.,0.857,/9TDRCDxKYLmpk3ReUZ6yIVsiyKL.jpg,2024-10-05,2 Guys,False,0.0,0
False,,"[9648, 10749]",1306885,es,Revelado,"During a developing session in a photography darkroom, a young man's life will take an unexpected turn when as he reviews some negatives.",0.857,/x69IO2bC4lpQAlvu9cTULOiasGl.jpg,2024-09-02,Revelado,False,0.0,0
False,,[18],1247593,es,La llegada del hijo,"Sofía, immersed in a deep secret mourning, must welcome her son home who returns after years in prison. This reunion will be the opportunity for both of them to overcome that insurmountable distance that has separated them since the moment of the crime.",0.857,/7jtyOrYo93d0OaNkN8O43n70gwR.jpg,2024-09-22,Surfacing,False,0.0,0
False,/1p5oUkvWnAEv6KtmjAH9jSsouqL.jpg,[99],961303,en,Pissarro: Father of Impressionism,,0.857,/saC2YVHAZhGvcOeebRa4fH8ma0D.jpg,2022-05-24,Pissarro: Father of Impressionism,False,8.0,1
False,/4CvZuR9JvRqA3CjaF9QE8G2qvzx.jpg,[18],735142,en,We Move,"Faced with ever-growing obstacles, we force ourselves to compartmentalise and persevere; ""We Move"". What is the collateral damage of always having to put on a brave face?",0.857,/i4JG1tXztaSmRnZ7pFiTOXjTNqG.jpg,2024-09-30,We Move,False,0.0,0
False,/91pdqS8uPGtNPNEmIgN5Gm7Ea1J.jpg,"[18, 14, 10751]",1384990,tl,A Crab From A Conch Shell,"In the aftermath of loss, an orphan girl flees her gloomy fate and is drawn to a mysterious light, leading her to a life reflection and a journey of intertwined destinies.",0.856,/qVQQnN02R8WYcwyu5z13hnF0JkX.jpg,2024-10-11,A Crab From A Conch Shell,False,0.0,0
False,,[27],1371282,en,CATALINA,"Agustin calls for the help of a local priest about his wife, who he fears may be possessed.",0.856,/rSDIQffcd1hbG0mnDYojaRRer73.jpg,2024-10-11,CATALINA,False,0.0,0
False,,[],1369041,en,Audio and Visual Experiment 20,The twentieth in an ongoing series of collaborations between Gf Savages and various audio editors.,0.856,/aCYv518BixMUc7Qlhg19f56XaVx.jpg,2024-10-11,Audio and Visual Experiment 20,False,0.0,0
False,,[],1368545,en,Status,"“As immigrant artists we come into this city in the pursuit of what we’ve craved for all our lives: drive, freedom and opportunities. Yet, when we see that things are falling into place, we face a reality check that is no different than from any other immigrant: a status. When we think about our future, an overwhelming feeling comes inside our heads asking “What’s next?”Marriage? Talent? Alien? As we analyze the options and balance the future, we say to ourselves “I just want to create and share with this city what I’m ready to offer” yet we must withhold ourselves, because these frontiers (both legal and mental) start crippling and restraining. The purpose of this video is to show all immigrant artists and dancers that we’re not alone. That even if they’re some bumps on the way, we together can uplift and come through to follow our dreams. It is a call to keep on pushing, even if we’re on the verge of giving up.",0.856,,2024-10-11,Status,False,0.0,0
False,,[],1368526,en,So I,"This film is a hand-drawn animation exploring the concept of animation through dance movements. In the meanwhile, it gives a perspective about loneliness, the inevitable isolation of the physical body as well as taking an introspective approach, through finding sources on self and self-exploration. “Sometimes the thing I've been longing for doesn't exist in places I can see, So I decided to dance.”",0.856,,2024-10-11,So I,False,0.0,0
False,,[],1368523,en,Noora,"Noora is a dance short film that follows Noora's movement. She is a dancer. Her body's impulses are generated in the moment from contact with different environments. Noora has congenital bone fragility, Osteogenesis Imperfecta. She uses a wheelchair as a dancing aid and in it, she can move widely, but feels isolated from the surrounding environment. She is searching ways to move, focusing on possibilities rather than on limitations. On the ground, she feels the ground against her skin. In the water she can let go of her wheelchair. Noora's toes sink into the mud bottom, which pulsates with her steps. The water supports her fragile body with its pressure and surrounded by it she dares to move more freely, her body is more elastic, her expressions and range of motion are greater.",0.856,,2024-10-11,Noora,False,0.0,0
False,,[],1366799,en,Straight from the Throat,"Luis attempts to notify anonymous people he slept with of his positive oral gonorrhea test results while navigating moving forward with his life. A short film that highlights the realities of hook-up culture, sexual health, relationships, and communication.",0.856,/kO3PiOl5uqdEkcv2ZoS7IigKfYa.jpg,2024-10-11,Straight from the Throat,False,0.0,0
False,,"[10751, 35]",1364496,tr,Yaren Leylek,,0.856,/6QA7GYzwbraD5oYQcrlNRrEW5Qm.jpg,2024-10-04,Yaren Leylek,False,0.0,0
False,,[],1353165,en,Tiddleywink,"An eighteen year old woman visits the father who abandoned her twelve years prior. Over the course of a day, they debate the past and question the future as secrets are revealed and threats are made.",0.856,,2024-09-03,Tiddleywink,False,0.0,0
False,,[99],1346553,en,America's New Female Right,Layla Wright travels to the USA to meet the influencer women posting antifeminist and other offensive content online.,0.856,/dGfD65AVomC11xKap8QeKWHogBK.jpg,2024-09-02,America's New Female Right,False,0.0,0
False,/3wa9QEAxEATGWb6tvcYOBKkaAE0.jpg,[35],1337183,el,ποπ,"Three friends get together after a long time and speak of their recent mishaps. Each of their stories ends with a problem and each problem can be resolved only with money, which they don’t have. Moving between reality and fantasy, they decide to rob a cafe they suspect is a façade for money laundering.",0.856,/8GifTwRUJXJXi4p2gEkDCplYvEi.jpg,2024-09-03,pop,False,0.0,0
False,,"[27, 53]",1386947,en,Violated,A crazed filmmaker takes things to the next level as his failing career pushes him into mixing fiction with reality when he embarks on a journey to make a snuff film.,0.855,/nmYhKwpy0rG87zKBmwabihpnKJy.jpg,2024-10-08,Violated,False,0.0,0
False,/A9BImLOeIL375872CAOBYcRI8PM.jpg,"[35, 10402, 16]",1373961,es,Fer un Stop Motion és massa difícil,,0.855,/k2OrEDoz23FopkUDgmevR1BMsdj.jpg,2024-10-18,Fer un Stop Motion és massa difícil,False,10.0,1
False,,[99],1341606,en,Detours,"“an experimental documentary shot in Lebanon from 2019 to 2021 dealing with issues of dislocation, points of view and memory. Through the position of ‘peripheral vision’, which I practice as an observer, Detours builds a narrative of sensory impressions, orientations, alienated images, images that remain outside of the frame. The work is not a documentation or analysis of current policies and turbulent events but an experience of disorientations within them. The film was shot using Super 8, still analog cameras, digital cameras and various lenses.” - Vida Guzmić.",0.855,/mclIGv9kEWZSVUsiC6pBYIr8K75.jpg,2024-10-05,Detours,False,0.0,0
False,/wSDDQAVb1vRwMn0BjOpDiGVbEho.jpg,"[18, 35]",1340313,ko,키케가 홈런을 칠거야,"Young-tae and Mi-joo are happy to move into a small but cozy monthly rental house. However, Young-tae’s business partner suddenly breaks the agreement to run a restaurant together.",0.855,,2024-10-05,Kike Will Hit a Home Run,False,5.5,1
False,,[99],1361738,nl,Bloedband,"In 1946, Anaïs López’ grandmother abandoned her two small children and left for South America with her Nazi lover. Or so the story goes. Photographer López browses through genealogical databases, combs out the internet, takes DNA tests, makes discoveries and dives deeper and deeper into this ever more complicated case. Everyone tells a different version of the history. But the deeper she digs, the more she loses grip. How important is it to know your family history?",0.854,,2024-10-21,Bloedband,False,0.0,0
False,/d1bKi2TRB8iFEz9pE7i5XhcrIkm.jpg,[],1353766,en,風流少女殺人事件,"Taiwan, 1980s. A hot summer day, watermelon juice, and celluloid dreams fuel 15-year-old Ming's sexual awakening.",0.854,/alcvekyWjaRdCZh1flqr8P5g7BY.jpg,2024-09-22,A Brighter Summer Day for the Lady Avengers,False,0.0,0
False,,"[35, 27]",1325603,en,Hot Young Geek Seeks Blood-Sucking Freak,"When best friends Max and Ricky find themselves the prey of an angry vampire, they must ditch their Halloween plans to hide out at home. But when a forgotten pizza delivery shows up, can they risk letting the driver in? Can they stop arguing with each other? And can Max find the courage to face the one thing worse than death - coming out?",0.854,/bHdHxx96dGn4HdoHF1aQVpDhAga.jpg,2024-10-08,Hot Young Geek Seeks Blood-Sucking Freak,False,0.0,0
False,/tcyWjmPYC4F6bqBICdHzutgiP1Q.jpg,"[35, 28]",1375529,pt,Slaying - Parte 1: Period,Just a bunch of people doing what is necessary to do... Slay!,0.853,/8AXd9upcLRd5vvldJSHONWvofHm.jpg,2024-10-21,Slaying - Parte 1: Period,False,10.0,1
False,,[],1375124,en,Finché sono al mondo,"Documentary on the American bombing of an elementary school in Gorla (Milan) on October the 20th, 1944.",0.853,/sMoXb8iklP0GVKaf1rhWkvwMGu7.jpg,2024-10-20,Finché sono al mondo,False,0.0,0
False,,[],1369483,en,"Sandcastles, Coffee, and Cigarettes",,0.853,,2024-10-10,"Sandcastles, Coffee, and Cigarettes",False,0.0,0
False,/lvzW2tBFucPp9oSp3Cwo555nIXD.jpg,[99],1368254,no,Ikke slipp meg,,0.853,/pVnzX7S5HeRKMH6MJfAtEWZ1W1s.jpg,2024-10-21,Ikke slipp meg,False,0.0,0
False,/nlFwtQq43wSKr7RrzWmwiOIHCrs.jpg,[35],1364549,en,Kylie Brakeman: Linda Hollywood’s Big Night,"Character comedian Kylie Brakeman teaches an acting masterclass as Linda Hollywood, a problematic, old school talent agent on a mission to spread her industry wisdom—and save her own career in the process.",0.853,/omaf4I5gWLsL3eGt1dViShcrRiN.jpg,2024-09-10,Kylie Brakeman: Linda Hollywood’s Big Night,False,0.0,0
False,/arTvIU38P6GknoVdjnirP0pRY2k.jpg,"[10402, 10770]",1354330,fr,Soirée spéciale Jazz à la Villette 2024,,0.853,/avpRqAqzPAlOO7mL9whB3ZKGQdG.jpg,2024-09-08,Soirée spéciale Jazz à la Villette 2024,False,0.0,0
False,,"[18, 35]",1210414,en,Three Sisters,"After failing to appease their narcissistic father, Goneril, Regan and Cordelia are set on a path to mutually assured destruction. No-one hurts you like the ones you love.",0.853,/5rnvx4wX2rVtVWQtb4IfcdZUnlA.jpg,2024-10-09,Three Sisters,False,0.0,0
False,,[],1382398,es,Crónicas Azules,,0.852,,2024-10-21,Crónicas Azules,False,0.0,0
False,/74WSvgjVX98I8JFk8ug5UI7nXaN.jpg,[99],1379398,pt,"BARCELONA, MEU AMOR",,0.852,/3Frd9GjSw6Zx3KUYoKqXApdfLzH.jpg,2024-10-01,"BARCELONA, MEU AMOR",False,10.0,2
False,/4vafDStdSe8MovKTJjMO67Yg74O.jpg,"[18, 27]",1374645,en,Hold Me: A Hellblazer Story,"""Hold Me"" follows John through cold, desolate London, where he encounters a mysterious ""Shadowed Man"" seeking connection. As John reconnects with his past and faces betrayal, he ultimately embraces the ghostly figure, finding fleeting warmth in human touch.",0.852,/qDAN2tJZnm1lnIYeuSHvpOpKiba.jpg,2024-10-21,Hold Me: A Hellblazer Story,False,10.0,1
False,/4VheToidGouoZEvDPAqAsz0IULv.jpg,"[53, 35]",1373467,en,On with the Prancing,"A young, desperate drifter enters the Eastern Melbourne suburbs in need of employment, but his path just happens to cross with a strange man wearing a twisted grin who promises to ""spice up"" his brief stay in Ferntree Gully... and the rocky offer turns ever so intriguing at the mention of a monetary reward.",0.852,/b4CKg6GsQbpVKf4iUijhuLuX1Y7.jpg,2024-10-22,On with the Prancing,False,0.0,0
False,,"[14, 27, 18]",1372430,es,Una y otra y otra vez,,0.852,,2024-10-03,Una y otra y otra vez,False,0.0,0
False,,[99],1370437,en,Ecocalypse,"A mockumentary monologue, the script for which was written in conjunction with artificial intelligence, inspired by old popular science films about flora and fauna. A fantasy on the theme of the life of “separated nature”, after human influence on it.",0.852,,2024-10-22,Ecocalypse,False,0.0,0
False,,[],1368688,en,DATA Dreaming,"What does data look like? Made using found paper cut outs and overlapped sound, inspired by Hito Steyerl’s Duty Free Art: Art in the Age of Planetary Civil War, DATA Dreaming attempts to track and visualize human ideas of energy and data sets. The soundscape is an overlapping collection of low frequency radio waves, amplifier buzz, radio static, light and sound waves, a tape deck, record player, sonar recordings, sound bites, electric currents, appropriated music, sounds of the sun and space (NASA) and local radio waves.",0.852,/3PExcwFxiiHLAxW0BcNYqZhM9IA.jpg,2024-10-20,DATA Dreaming,False,0.0,0
False,/sPDfcU1TbM9NS3EVwouxP5TSm2E.jpg,"[35, 53, 27, 10749]",1113511,de,Vienna Glamour: Das Liebesgeständnis,"A police officer and his informant meet in a bar. While one longs for support, unspoken emotions seethe in the other.",0.852,/pdkGNWysQHrxgWCWRSfbJwbTWkS.jpg,2024-10-04,Vienna Glamour: Confession of Love,False,0.0,0
False,/3stAXo2dYRrPtBBY8CNJc9OVmzx.jpg,[99],1378773,en,Harder Better Stronger Faster,"Misinformation expert Timothy Caulfield investigates the purported ‘crisis in masculinity,’ debunks toxic men’s health myths and meets with people challenging traditional masculine norms.",0.851,/4EBnHUCFZErZNHfj02HkyVcxZHY.jpg,2024-10-22,Harder Better Stronger Faster,False,0.0,0
False,/wypcukv5AV2h8kRvKUlPR7V1eCl.jpg,"[27, 9648, 53]",1375717,en,Echo Of The Woods,"In 1898, a well-off man by the name Edward Swann, after finding a mysterious pocket watch, is forced to confront his traumatic past.",0.851,/daZl1hgZourI6wrPGtL9aJGKArO.jpg,2024-10-22,Echo Of The Woods,False,0.0,0
False,,[9648],1371892,ar,ما زانت,,0.851,/vxRSyFg7zA7vEvhbra75B3ACYU7.jpg,2024-10-08,ما زانت,False,0.0,0
False,/93oqMUtgFOWrwiY7TMb5ujROWrh.jpg,[99],1367358,en,Torn,"“Torn” delves into the controversy surrounding the ‘KIDNAPPED FROM ISRAEL’ poster campaign, a grassroots effort to raise awareness about the 240 hostages taken by Hamas. These posters quickly became polarizing symbols, sparking intense clashes between pro-Israel and pro-Palestine activists and turning New York City’s streets into battlegrounds of ideology and emotion. The film explores the motivations behind activists putting up and tearing down the posters, unraveling the complexities of this intense ‘paper arm’ proxy war, fought thousands of miles from the actual conflict.",0.851,/lVVmmexlzxJU5fYa9r2Au7nUbGe.jpg,2024-10-04,Torn,False,0.0,0
False,/cUbVpiuLl80PL5DyozTSJF4bOrS.jpg,[99],1319938,lv,Turpinājums. Pieaugšana,"Five children started school in different parts of Latvia in 2015 and we followed them through their first schoolyear in the 2018 documentary “To be continued”. Now 14 years old, they are halfway to adulthood. Some have matured, some seem to be still lingering in childhood. Zane has traded her dream of a singing career for her passion for the basketball. Gleb fights in the boxing ring and puts his business talent to good use by selling rulers in class. Anastasia from Stoļerova in the Rezekne region rides horses and learns not to give up. Anete's mother has returned from England and they are now living in Riga and Anete now has a little brother. Kārlis, from Vidzeme, is still fascinated by tractors but now sows fields in a virtual computer game.",0.851,/m1H13v9kn6OR7yy7hRpq98s9b61.jpg,2024-09-22,To Be Continued. Teenhood,False,0.0,0
False,,"[16, 18]",1387395,ru,Малышарики. День рождения,"Mom and Dad have just moved into a new house and are preparing for their Baby daughter's first birthday. Balancing between work and family, Dad buys a gift in an unusual store without even looking into the box. And there are small animated toys — Malyshariki. While the parents are preparing for the holiday, the little ones get out of the box and go in search of their own house.",0.85,/8B8V2k9Y3vB4mS2NpsUfblmL57q.jpg,2024-10-10,BabyRiki. Birthday,False,0.0,0
False,,[99],1378506,en,Origen, ,0.85,,2024-10-08,Origen,False,0.0,0
False,,[99],1375473,en,bayard cutting arboretum,"A portrait of Sharron Doran at the Bayard Cutting Arboretum in the hamlet of Great River, New York, on Long Island.",0.85,/t8nd9BpYjaYxDRQf6xJcOgbt9FX.jpg,2024-10-22,bayard cutting arboretum,False,0.0,0
False,,[99],1374878,en,ACEH,,0.85,/fQxRNm2beK2BU9CydMFVbWjGeDN.jpg,2024-10-22,ACEH,False,0.0,0
False,/wrYnk8M8HbhXPFOukXgbsGrvntg.jpg,[99],1364880,en,The Killing Roads,"The Killing Roads is a gripping documentary that exposes the terror unleashed on October 7, 2023, when Hamas launched coordinated attacks across the roads of southern Israel. Through raw, unfiltered stories from victims, survivors, and first responders, the film reveals the unimaginable violence that turned Israel’s peaceful roads into scenes of horror.",0.85,/vJl5ohhYJAK4EsPtw6lj8yhE3uQ.jpg,2024-10-01,The Killing Roads,False,9.0,1
False,,[99],1380571,en,Rising Nations,"Tuvalu, a tiny island nation, in the Pacific halfway between Hawai'i and Australia, stands at the epicentre of the climate crisis. Unless the international community acts urgently, Tuvalu and other Pacific Atoll island nations face complete inundation of their lands via rising sea-level.",0.849,,2024-10-08,Rising Nations,False,0.0,0
False,,[18],1367412,en,The Law of Extinction of Pain,"In this emotionally charged piece, a man trapped in a hell he has created for himself tries to relieve his pain.",0.849,,2024-10-07,The Law of Extinction of Pain,False,0.0,0
False,,[27],1361249,en,The Unknown,A troubled couple on an overnight camping trip faces unknown threats when they begin hearing sounds of wildlife from outside their tent.,0.849,/31cCui4LSg7DZy9UT8SQhqkj0aj.jpg,2024-10-01,The Unknown,False,0.0,0
False,/8gVzmc0AOyEMpv59uhNdpYRB4mp.jpg,[18],1352381,pt,O Silêncio das Ostras,,0.849,/6T787B20ZkRmcDmLnH000pR6ELq.jpg,2024-10-04,O Silêncio das Ostras,False,7.0,1
